prefecture,CITY,SCHOOL NAME,ENTRANCE MONTH,ADDRESS,TEL,URL,EMAIL
Tokyo,Edogawa-ku,Toho International College,4・7・10・1,"5-15-2 Higashi-Kasai, Edogawa-ku, Tokyo 134-0084",+81-3-3878-9630,http://www.toho-ac.jp/,toho-tokyo@mba.nifty.com
Tokyo,Edogawa-ku,Toyo Language School,4・7・10・1,"8-3-13 Nishi-Kasai, Edogawa-ku, Tokyo 134-0088",+81-3-5605-6211,http://www.tls-japan.com,info@tls-japan.com
Tokyo,Edogawa-ku,Tokyo Masuda Japanese Language School,4・10,"4-13-4 Hirai, Edogawa-ku, Tokyo 132-0035",+81-3-3685-8555,http://home.interlink.or.jp/~au-tmc/,au-tmc@interlink.or.jp
Tokyo,Edogawa-ku,Koiwa International Language School,-,"2-3-4 Kita-Koiwa, Edogawa-ku, Tokyo 133-0051",+81-3-5622-2345,-,info@koiwa-ils.co.jp
Tokyo,Meguro-ku,Evergreen Language School,4・7・10・1,"1-21-18 Yutenji, Meguro-ku, Tokyo 153-0052",+81-3-3713-4958,http://www.evergreen.gr.jp/,info@evergreen.gr.jp
Tokyo,Meguro-ku,New Global Language School,4・7・10・1,"1-7-10 Ohashi, Meguro-ku, Tokyo 153-0044",+81-3-3770-6071,http://www.newglobal.co.jp/school,school@newglobal.co.jp
Tokyo,Meguro-ku,Gregg International College Japanese Language Seminar,-,"1-14-6 Jiyugaoka, Meguro-ku, Tokyo 152-0035",+81-3-3724-0551,http://www.gregg.ac.jp,jyugaoka@gregg.ac.jp
Tokyo,Kita-ku,A. T. I. Tokyo Japanese Language School,4・7・10・1,"CT Bldg., 1-27-12 Tabata-Shin-cho, Kita-ku, Tokyo 114-0012",+81-3-5692-1900,http://www.atijls.com,ati@mint.ocn.ne.jp
Tokyo,Kita-ku,JET Academy,4・10,"3, 4F, 7-8-9 Takinogawa, Kita-ku, Tokyo 114-0023",+81-3-3916-2101,http://jet.ac.jp/,info@jet.ac.jp
Tokyo,Kita-ku,Japanese Language School of the Tokyo Foreign Language Academy,4・7・10・1,"3-19-21 Ukima, Kita-ku, Tokyo 115-0051",+81-3-3966-8910,http://www.tgn.ac.jp,office@tgn.ac.jp
Tokyo,Kita-ku,System Toyo Gaigo,4・7・10・1,"1-6-6 Higashi-Tabata, Kita-ku, Tokyo 114-0013",+81-3-3810-5490,http://www.systemtoyo.com,123@systemtoyo.com
Tokyo,Kita-ku,Asia Fellowship Society Japanese Language School,4・7・10・1,"2-23-4 Oji, Kita-ku, Tokyo 114-0002",+81-3-5390-3267,http://www.asiatomo.com.cn/,asiatomo@saturn.plala.or.jp
Tokyo,Katsushika-ku,TIJ Tokyo Institute of Japanese,4・10,"1-17-10 Shin-Koiwa, Katsushika-ku, Tokyo 124-0024",+81-3-5607-4100,http://www.tij.ne.jp,tij@tij.ne.jp
Tokyo,Katsushika-ku,Joto Japanese School,4・10,"1-26-15 Nishi-Kameari, Katsushika-ku, Tokyo 124-0002",+81-3-3604-1150,http://www5.ocn.ne.jp/~joto/,joto@crocus.ocn.ne.jp
Tokyo,Katsushika-ku,Hana International Academy,4・7・10・1,"1-6-12 Ohanachaya, Katsushika-ku, Tokyo 124-0003",+81-3-3603-2400,http://www.hanaacademy.com,academy@hanaacademy.com
Tokyo,Katsushika-ku,Sun-A International Academy,4・10,"1-33-9 Shin-Koiwa, Katsushika-ku, Tokyo 124-0024",+81-3-3651-0801,http://www.sun-A-tokyo.jp,info@sun-a-tokyo.jp
Tokyo,Koto-ku,Tokyo JE Language School,4・7・10・1,"2-19-2 Kiba, Koto-ku, Tokyo 135-0042",+81-3-5602-9771,http://tokyoje.sub.jp,tokyoje@gl.sub.jp
Tokyo,Koto-ku,Shurin College of Foreign Languages,4・10,"3-4-7 Ojima, Koto-ku, Tokyo 136-0072",+81-3-3638-7511,http://shurin.ac.jp,info@shurin.ac.jp
Tokyo,Koto-ku,Tokyo Nihonbashi Institute of Foreign Language,4・7・10・1,"2-34-11 Ningyo-cho, Nihonbashi, Chuo-ku, Tokyo 103-0013",+81-3-3666-8866,http://yieatokyo.com/,info@yieatokyo.com
Tokyo,Koto-ku,Kinoshita Campus Japanese Language School,4・7・10・1,"Kinoshita Bldg., 4-2-4 Oshima, Koto-ku, Tokyo 136-0072",+81-3-5609-3512,knst-1@knstschool.com,http://www.knstschool.com
Tokyo,Arakawa-ku,International Education Culture Center,4・7・10・1,"Ooba Bldg. 2F, 5-16-2 Nishi-Nippori, Arakawa-ku, Tokyo 116-0013",+81-3-3802-2193,http://www.ieccschool.com,ieccnippori@ybb.ne.jp
Tokyo,Arakawa-ku,Dynamic Business College,4・7・10・1,"2-51-8 Nishi-Nippori, Arakawa-ku, Tokyo 116-0013",+81-3-3802-8810,http://www.dbcjapan.com,dbc-k@d-b-c.co.jp
Tokyo,Arakawa-ku,"Akamonkai International Language Academy, Nippori College",4・7・10・1,"2-54-4 Nishi-Nippori, Arakawa-ku, Tokyo 116-0013",+81-3-3806-6102,http://www.akamonkai.ac.jp,honko@akamonkai.ac.jp
Tokyo,Ota-ku,Japanese Language School affiliated with Tokyo University of Technology,4・10,"5-23-22 Nishi-Kamata, Ota-ku, Tokyo 144-8655",+81-3-3732-1071,http://www.jst.ac.jp,info@jst.ac.jp
Tokyo,Ota-ku,Tokyo College of Education Tamagawa School,4・7・10・1,"3-9-6 Chidori, Ota-ku, Tokyo 146-0083",+81-3-3757-8491,http://homepage3.nifty.com/20yo/,sakura@nihongo21tyo.jp
Tokyo,Ota-ku,Westcoast Language School,4・7・10・1,"35-13 Higashiminemachi, Ota-ku, Tokyo 145-0074",+81-3-3759-5831,http://www.wls-jp.com,info@wls-jp.com
Tokyo,Sumida-ku,Shurin Japanese School,4・7・10・1,"1-2-3 Ryogoku, Sumida-ku, Tokyo 130-0026",+81-3-3632-1071,http://www.shurin.ac.jp,nihongo@shurin.ac.jp
Tokyo,Sumida-ku,Shinpo International Institute,4・7・10・1,"3-4-3 Chitose, Sumida-ku, Tokyo 130-0025",+81-3-5600-8772,http://www.shinpoii.com,shinpoii@yahoo.co.jp
Tokyo,Sumida-ku,MANABI Japanese Language Institute,4・7・10・1,"Hotei Bldg. 6F, 1-11-7 Kotobashi, Sumida-ku, Tokyo 130-0022",+81-3-5624-5999,http://www.manabi.co.jp,info-tokyo@manabi.co.jp
Tokyo,Setagaya-ku,Tokyo Hinoki Foreign Language School,4・7・10・1,"2-29-7 Kitazawa, Setagaya-ku, Tokyo 155-0031",+81-3-3465-3000,http://hinoki-japan.com,info@hinokijapan.com
Tokyo,Cyuo-ku,The International Institute of Japanese Language,4・7・10・1,"Kokusai Nihongo Gakuin Bldg., 3-36-4 Hamamachi, Nihonbashi, Chuo-ku, Tokyo 103-0007",+81-3-5642-6125,http://www.icea-j-school.co.jp,info@icea-j-school.co.jp
Tokyo,Adachi-ku,Tokyo Johoku Japanese Language School,4・7・10・1,"5-6-18 Takenotsuka, Adachi-ku, Tokyo 121-0813",+81-3-5242-8501,http://www.tokyojohoku.com,info@tokyojh.com
Tokyo,Itabashi-ku,Shukutoku Japanese Language School,4,"5-24-8 Maeno-cho, Itabashi-ku, Tokyo 174-0063",+81-3-5392-8850,http://www.shukutoku-school.com,shukutoku-school@hotmail.co.jp
Tokyo,Itabashi-ku,Kokusho Japanese Language School,4・7・10・1,"2-10-5 Shimura, Itabashi-ku, Tokyo 174-0056",+81-3-5970-7802,http://www.kokusho.co.jp/school,school@kokusho.co.jp
Tokyo,Musashino,Kichijoji Language School,4・7・10・1,"2-3-15 701 Minami-machi, Kichijoji, Musashino-shi, Tokyo 180-0003",+81-422-47-7390,http://www.klschool.com,info@klschool.com
Tokyo,Musashino,Asia University Intensive Japanese Course,1,"5-24-10 Sakai, Musashino-shi, Tokyo 180-8629",+81-422-36-3431,http://www.asia-u.ac.jp/english/03.html,kkcinfo@asia-u.ac.jp
Tokyo,Mitaka,Asia-Africa Linguistic Institute the Japanese Department,4・10,"5-14-16 Shinkawa, Mitaka-shi, Tokyo 181-0004",+81-422-48-5515,http://www.aacf.or.jp,aalijd@parkcity.ne.jp
Tokyo,Machita,Obirin University,4・9,"3758 Tokiwamachi, Machida-shi, Tokyo 194-0294",+81-42-704-7041,http://www.obirin.ac.jp/en/index.html,rywx@obirin.ac.jp
Tokyo,Kiyose,Tokyo Education Culture Institute,4・7・10・1,"1-41-15 Matsuyama, Kiyose-shi, Tokyo 204-0022",+81-42-494-7070,info@tokyoeci.jp,http://www.tokyoeci.jp
Tokyo,Hino,Tokyo West International Education Academy,4・10,"8-4-2 Hodokubo, Hino-shi, Tokyo 191-0042",+81-42-599-5931,http://www.tokyo-west.net,info@tokyo-west.net
Tokyo,Hino,Gakuhou Japanese Language Institute,4・10,"5-6-3 Hirayama, Hino-shi, Tokyo 191-0043",+81-42-593-2807,http://www.gakuhou-japan.com,info@gakuhou-japan.com
Tokyo,Hachioji,Tokyo International Exchange School,4・7・10・1,"2-3-16 Sennin-cho, Hachioji-shi, Tokyo 193-0835",+81-426-669-4250,http://www.tkkgakuin.com,kouryugakuin@dream.com
Tokyo,Hachioji,Teikyo University The Foreign Students’ Program (The Japanese Language Course),-,"359 Otsuka, Hachioji-shi, Tokyo 192-0395",+81-426-78-3237,-,-
Tokyo,Hachioji,"Soka University, The Institute of the Japanese Language (Special Course)",-,"1-236 Tangimachi, Hachioji-shi, Tokyo 192-8577",+81-42-691-8230,http://www.soka.ac.jp/en/dept_grad/others.html,-
Tokyo,Hachioji,Special Japanese Training Program Center for International Communications Kyorin University,4・9,"476 Miyashitamachi, Hachioji-shi, Tokyo 192-8508",+81-426-91-0011,http://www.kyorin-u.ac.jp/English/international.html,nyushi@ks.kyorin-u.ac.jp
Tokyo,Fussa,New Japan Academy,4・7・10・1,"2049 Fussa, Fussa-shi, Tokyo 197-0011",+81-42-553-6420,http://www.nja.co.jp,info@nja.co.jp
Tokyo,Fussa,Tokyo Hirata Japanese Language School,4・7・10・1,"906-2 Fussa, Fussa-shi, Tokyo 197-0011",+81-42-552-6957,http://www.hirata-jls.com,hirata-j.l.s@circus.ocn.ne.jp
Chiba,Chiba,UENO LOW＆BUSINESS COLLEGE Japanese Language Course,4・10,"1-25-15 Imai, Chuo-ku, Chiba-shi, Chiba 260-0815",+81-43-305-3305,http://jp.uenohouka.ac.jp,info@jp.uenohouka.ac.jp
Chiba,Chiba,Kanda University of International Studies Japanese Language and Culture Program,4・9,"1-4-1 Wakaba, Mihama-ku, Chiba-shi Chiba-ken 261-0014",+81-43-273-1320,http://www.kuis.ac.jp/e/index.html,japanese@kanda.kuis.ac.jp
Chiba,Chiba,College of Futaba Foreign Languages,4・7・10,"Clean Bldg Chiba., 2-6-8 Shinjuku, Chuo-ku, Chiba-shi, Chiba 260-0021",+81-43-244-9081,http://www.eastwest.ac.jp/futaba,futaba@eastwest.ac.jp
Chiba,Chiba,3H Japanese Language School,4・7・10・1,"2-12-16 Shin Chiba, Chuo-ku Chiba-shi, Chiba 260-0031",+81-43-247-9638,http://www.go3h.com/,go3hjp@yahoo.co.jp
Chiba,Chiba,INTERNATIONAL TRAVEL  and  HOTEL SCHOOL,4・10,"2-11-2 Shinjuku, Chuo-ku, Chiba-shi, Chiba 260-0021",+81-43-204-5050,-,-
Chiba,Chiba,The Central International Culture Academy,4・10,"2-14-12 Innai, Chuo-ku, Chiba-Shi, Chiba 260-0018",+81-43-225-1766,http://www.cicacademy.net/,info@cicacademy.com
Chiba,Chiba,Makuhari Japanese Language School,4・9,"2-5-13 Makuhari Hongo, Hanamigawa-ku, Chiba-shi, Chiba 262-0033",+81-43-350-1665,-,-
Chiba,Urayasu,Meikai Univwrsity Special Japanese Language Course,4・9,"1 Akemi, Urayasu-shi, Chiba 279-8550",+81-47-355-6918,http://kite.meikai.ac.jp/jc/japanese/main.html,-
Chiba,Ichikawa,Mizuno Gaigo Gakuin,4・7・10・1,"4-19-14 Gyoutokuekimae, Ichikawa, Chiba 272-0133",+81-47-397-9645,http://www.mizunogaigogakuin.com,mizuno@mizunogaigogakuin.com
Chiba,Ichikawa,Daido International School,4・7・10・1,"15-8 Minato, Ichikawa-shi, Chiba 272-0131",+81-47-318-7118,http://www16.ocn.ne.jp/~daidokg,daido-kg@trad.ocn.ne.jp
Chiba,Ichikawa,Ichikawa Japanese Language Institute,4・7・10・1,-,+81-47-329-2121,http://aiueo.ws/,japan@aiueo.ws
Chiba,Funabashi,Funabashi International Language School,4・10,"SMI Funabashi Bldg., 2-1-7 Minato-cho, Funabashi-shi, Chiba 273-0011",+81-47-397-9645,http://www.e-fils.com,info@e-fils.com
Chiba,Funabashi,Funabashiinternational North Campus,4・7・10・1,"2-1-6 Minato-chi, Funabashi-shi, Chiba 273-0011",+81-47-495-3311,-,fils-n@e-isf.com
Chiba,Funabashi,Funabashi International Minato Campus,4・10/td>,"SMI Dai-ni Bldg.,2F 2-1-6 Minato-cho, Funabashi-shi, Chiba 273-0011",+81-47-434-2535,-,fils-m@e-fils.com
Chiba,Funabashi,JAPAN LIBERAL ARTS LANGUAGE SCHOOL,4・10,"13-10 Minamihon-cho, Funabashi-shi, Chiba 273-0004",+81-47-495-0888,http://www.jlaschool.com,schooljla@yahoo.co.jp
Chiba,Matudo,Matsudo International School,4・7・10・1,"3F Yuasa Bldg. Higurashi, Matsudo-shi, Chiba 270-2253",+81-47-389-0901,http://mijpschool.com,info@mijpschool.com
Chiba,Matudo,Meisei Institute of Cybernetics Japanese Language Department,4・10,"1-130-1 Shin-matsudo, Matsudo-shi, Chiba 270-0034",+81-47-346-2211,http://www.meisei-mic.ac.jp,MIC@meisei-mic.ac.jp
Chiba,Matudo,KEN School of Japanese Language,4・10・1,"Okawa Bldg., 4-48 Shin-Matsudo, Matsudo-shi, Chiba 270-0034",+81-47-346-9750,http://www.kenjp.com/,ken.school@nifty.ne.jp
Chiba,Kashiwa,Reitaku University Japanese Language Course,4,"2-1-1 Hikarigaoka, Kashiwa-shi, Chiba 277-8686",+81-47-173-3690,http://www.reitaku-u.ac.jp/jpn_lang_course/index.php,-
Chiba,Kashiwa,Chiba International Academy,4・10,"3-18-12 Kaga, Kashiwa-shi, Chiba 277-0051",+81-4-7171-0022,http://www.chiba-cia.jp,info@chiba-cia.jp
Chiba,Kashiwa,Asahi International School,4・7・10・1,"Janome Kashiwa Bldg. 2F, 2-2-23 Akehara, Kashiwa-shi, Chiba 277-0843",+81-4-7146-1145,-,akgakuin@m21.alpha-net.ne.jp
Chiba,Togane,Josai International University Japanese Studies Program,4・9,"1 Gumyo, Togane-shi, Chiba 283-8555",+81-475-55-8859,http://www.jiu.ac.jp/bekka/,abmaster@jiu.ac.jp
Chiba,Narashino,NARASHINO INSTITUTE OF FOREIGN LANGUAGES,4・7,"4-1-8 Ookubo, Narashino-shi, Chiba 275-0011",+81-47-474-6368,http://www.nfl8.com,narashinogaigo@yahoo.co.jp
Chiba,Narita,Narita Japanese Language School,4・10,"1-44-2, Hashiga-dai, Narita-shi, Chiba 286-0037",+81-476-26-5321,http://www.sun-valley.jp/web/njls/njls_index.html,naritang@au.wakwak.com
Chiba,Katsuura,International Budo University,4,"841 Shinkan, Katsuura, Chiba 299-5295",+81-7173-3690,http://www.budo-u.ac.jp/outline/p16_physical_sc/index.html,kokusai@budo-u.ac.jp
Chiba,Kamogawa,MURAYAM GAKUEN JAPANESE SCHOOL,4・10,"815 Yokosuka, Kamogawa-shi, Chiba 296-0001",+81-4-7092-0267,-,-
Chiba,Choshi,CHIBA INSTITUTE OF SCIENCE Intensive Japanese Language Program,4,"3 Shimicho, Choshi-shi, chiba 388-0025",+81-479-30-4500,http://www.cis.ac.jp/information/bekka/index.html,koho@cis.ac.jp
Chiba,Abiko,MEIYUU JAPANESE LANGUAGE SCHOOL,4・10,"4-4-14 Shibasakidai, Abiko-shi, Chiba 270-1176",+81-4-7190-5931,http://www.meiyuu-ac.com/japan/index.html,meiyuu@hop.ocn.ne.jp
Kanagawa,Yokohama,Kanrin Japanese School,4・7・10・1,"5-3 Enokigaoka, Aoba-ku, Yokohama-shi, Kanagawa 227-0063",+81-45-983-2228,http://www.kanrin.net/,info@kanrin.net
Kanagawa,Yokohama,"Tokyo International Academy, Yokohama",4・7・10・1,"Asakawa Bldg., 2-2-6 Minamisaiwai, Nishi-ku, Yokohama-shi, Kanagawa 220-0005",+81-45-323-6731,http://www.tokyo-kokusai-bunkagakuin.jp,yokohama@tokyo-kokusai-bunkagakuin.jp
Kanagawa,Yokohama,Yokohama International Education Academy,4・10・1,"43 Miyazakicho, Nishi-ku, Yokohama-shi, Kanagawa 220-0031",+81-45-250-3656,http://www.yiea.com,admissions@yiea.com
Kanagawa,Yokohama,Yokohama Design College,4・10,"1-33-6 Chuo, Nishi-ku, Yokohama-shi, Kanagawa 220-0051",+81-45-323-0300,http://www.ydc.ac.jp,info@ydc.ac.jp
Kanagawa,Yokohama,Iwatani College of Business,4・10,"IWATANI Building 5, 1-38-19 Hiranuma, Nishi-ku, Yokohama-shi, Kanagawa 220-0023",+81-45-290-6388,http://www.icb.ac.jp/japanese,info@ailc.asia
Kanagawa,Yokohama,Yokohama Japanese Language School,4・10,"2-86-38 Mutsugata, Minami-ku, Yokohama-shi, kanagawa 232-0066",+81-45-325-8381,http://yokohamaschool.com,yokohamaschool@hotmail.com
Kanagawa,Yokohama,KOSHI COLLEGE,4・10,"TSBldg. 3-7-6 Yoshino-cho, Minami-ku, Yokohama-shi, Kanagawa 232-0014",+81-45-334-7989,http://www.koshi-edu.com/japan/index.html,info@koshi-edu.com
Kanagawa,Yokohama,Yokohama YMCA College,4・10,"1-7 Tokiwa-cho, Naka-ku, Yokohama-shi, Kanagawa 231-8458",+81-45-661-0080,http://www.yokohamaymca.ac.jp/gakuin-jls/jp/course/,nihongo@yokohama-ymca.or.jp
Kanagawa,Yokohama,Asia International Language Center,4・7・10・1,"Komagome Little Bldg., 3-2-7 Komagome, Toshima-ku, Tokyo 170-0003",+81-45-680-6866,http://ailc.asia/,info@ailc.asia
Kanagawa,Yokohama,Aishin International Language Institute,4・10,"Noge-cho, 1-29-4, Naka-ku, Yokohama-shi, Kanagawa 231-0064",+81-45-242-0919,-,aishinkokusai@proof.ocn.ne.jp
Kanagawa,Yokohama,Asuka Gakuin Language Institute,4・7・10・1,"1-36, Hinode-cho, Naka-ku, Yokohama-shi, Kanagawa 231-0066",+81-45-231-2811,http://www.asuka-ac.jp,aska-k@cnr.ne.jp
Kanagawa,Yokohama,Yokohama International Japanese Language School,4・10,"MSBldg, 8-5Izumi-cho, Kanagawa-ku, Yokohama-shi, Kanagawa 221-0842",+81-45-290-9830,http://www.yijls.com,info@yijls.com
Kanagawa,Yokohama,Yokohama Shuho International School,4・10,"Clio Kanagawa-Shinmachi-Nibankan 201, 359-1 Urashima-cho, Kanagawa-ku, Yokohama-shi, Kanagawa 221-0042",+81-45-444-0888,http://www.shuuhou.school-info.jp,tk@shuuhou.school-info.jp
Kanagawa,Yokohama,Fureai Yokohama College Japanese Language Course,4・10,"3-32, Tsuruya-cho, Kanagawa-ku, Yokohama-shi, Kanagawa 221-0835",+81-45-311-5485,http://www.fureai-g.or.jp/fyc/jc/jp/,nihongo@fureai-g.or.jp
Kanagawa,Kawasaki,College of Business and Communication,4・10,"22-9 Ekimae-honcho, Kawasaki-ku, Kawasaki-shi Kanagawa-ken 210-0007 Japan",+81-44-244-3200,http://www.cbc.ac.jp/,jpn@cbc.ac.jp
Kanagawa,Kawasaki,"International Education Culture Center,Tokyo Education Speciality",4・7・10・1,"10 Hiranuma Bldg., 11-10 Ogawa-machi, Kawasaki-ku, Kawasaki-shi, Kanagawa 210-0023",+81-44-246-5573,http://www.iecc-ks.com,ksiecc_2@yahoo.co.jp
Kanagawa,Kawasaki,The Kohwa Institute of Japanese Language,4・10,"11-2 Higashida-cho, Kawasaki-ku, Kawasaki-shi, Kanagawa 210-0005",+81-44-233-4261,http://www.kohwa-ijl.co.jp,chou@kohwa-ijl.co.jp
Kanagawa,Kawasaki,Logos International Institute,4・10,"St. Ruricol 2F, 356, Nakamaruko, Nakahara-ku, Kawasaki-shi, Kanagawa 211-0012",+81-44-433-3663,http://www.logos1987.jp,info@logos1987.jp
Kanagawa,Sagamihara,NITTO INTERNATIONAL SCHOOL,4・10,"4-21-15 Hashimoto, Midori-ku, Sagamihara-shi, Kanagawa 252-0143",+81-42-772-0898,http://www.ntis.jp/,nittokokusai@tbr.t-com.ne.jp
Kanagawa,Yokosuka,KANAGAWA BUNRI SCHOOL LANGUAGE TRAINING CENTER,4・10,"Yamamoto bldg 5F, 1-21 Wakamatsu-cho, Yokosuka-shi, Kanagawa 238-0007",+81-46-821-0039,-,-
Kanagawa,Fujisawa,Shonan Institute of Technology,4・10,"1-1-25 Tsujidonishikaigan Fujisawa-shi,Kanagawa 251-8511 JAPAN",+81-466-36-6251,http://www.shonan-it.ac.jp/contents/examination/002709.html,-
Kanagawa,Atsugi,Kanagawa Institute of Technology Intensive Japanese Course for International Students,4・10,"1030 Shimo-Ogino, Atsugi-shi, Kanagawa 243-0292",+81-46-291-3313,http://www.kait.jp/about/international/foreign_students/,ic@kait.jp
Kanagawa,Atsugi,YMCA College of Human Services Department of Japanese Languag,4・10,"4-16-19 Naka-cho, Atugi-shi, Kanagawa 243-0018",+81-46-223-1441,http://www.yokohamaymca.ac.jp/health/,yokohama@yokohama-ymca.or.jp
Kanagawa,Hiratsuka,Tokai University Japanese Language Course for Foreign Students,4・10,"4-1-1 Kitakaname, Hiratsuka-shi, Kanagawa 259-1292",+81-463-58-1211,http://www.u-tokai.ac.jp/undergraduate/japanese_language_course/index.html,-
Kanagawa,Isehara,INTERNATIONAL WELLNESS COLLEGE JAPANESE LANGUAGE SCHOOL,4・7・10・1,"1160-1　Zenba, Isehara-shi, Kanagawa 259-1106",+81-463-92-3701,http://www.kokusai-kenko.school-info.jp,kokusai@vega.ocn.ne.jp
Saitama,Saitama,Tokyo Nichigo Gakuin,4・7・10・1,"5-14-11 Shimo-ochiai, Chuo-ku, Saitama-shi, Saitama 338-0002",+81-48-857-9801,http://www.tngtng.com,nichigo@crest.ocn.ne.jp
Saitama,Saitama,Saitama Japanese Language School,4・10,"1-58-1 Dote-cho, Omiya-ku, Saitama-shi, Saitama 330-0842",+81-48-642-8058,http://www.s-jls.com,info@s-jls.com
Saitama,Saitama,Academic Institution MITSUI GAKUEN Musashi-Urawa Japanese Language Institute,4,"4-14-7, Shikatebukuro, Minami-ku, Saitama-shi, Saitama 336-0031",+81-48-845-7021,http://www.musashi-nihongo.jp,fo@musashi-nihongo.jp
Saitama,Saitama,Urawa International Educathion Center,4・7・10・1,"3-16-7, Maeji, Urawa-ku, Saitama-shi, Saitama 330-0053",+81-48-813-7831,http://www.uiec.jp,info@uiec.jp
Saitama,Saitama,Yonogakuin Japanese Language School,4・7・10・1,"4-78 Kishiki-cho, Omiya-ku, Saitama-shi, Saitama 330-0843",+81-48-647-2500,http://www.yono-gakuin.co.jp,info@yono-gakuin.co.jp
Saitama,Kawaguchi,Toyo Academy Japanese School,4・10,"Hikari Bldg., 4-2-8 Hon-cho, Kawaguchi-shi, Saitama 332-0012",+81-48-222-7875,http://www.toyoacademy.jp,info@toyoacademy.jp
Saitama,Warabi,Oji International Language Institute,4・10,"3-14-14 Chuo, Warabi-shi, Saitama 335-0004",+81-48-229-0618,http://oji-gaigo.com,liu-sx@oji-gaigo.com
Saitama,Niza,"Intensive Japanese Language for Foreign Students, Jumonji University",4・9,"2-1-28 Sugasawa, Niiza-shi, Saitama 352-8510",+81-48-477-0603,http://www.jumonji-u.ac.jp/bekka/index.html,-
Saitama,Niza,Chuo Computer＆Communication College,4・10,"2-33-10 Tohoku Niiza-shi, Saitama 352-0001",+81-48-470-1717,http://www.ccmc.ac.jp/,jc@ccmc.ac.jp
Saitama,Kawagoe,YAMATE INTERNATIONAL SCHOOL,4・10,"11-10 Wakita-honcho, Kawagoe-shi, Saitama 350-1123",+81-49-241-1515,http://yis.ygnet.jp/index_e.html,yis@ygnet.jp
Saitama,Kawagoe,International Computer and Business College Japanese Language School,4・10,"2797-30 Matoba, Kawagoe-shi, Saitama 350-1101",+81-49-233-5757,http://www.iiec.ac.jp/index.htm,iiec15@cotton.ocn.ne.jp
Saitama,Koshigaya,Bunkyo University Foreign Student Department,4,"3337 Minami-Ogishima, Koshigaya-city, Saitama 343-8511",+81-48-974-8811,http://www.bunkyo.ac.jp/faculty/bekkahp/,bekkab＠koshigaya.bunkyo.ac.jp
Saitama,Koshigaya,Association Tokyo Asia Education,4・7・10・1,"3-33 Gamoukotobuki-cho, Koshigaya-shi, Saitama 343-0836",+81-48-961-6281,http://www.tokyo-aa.jp,info@tokyo.aa.jp
Saitama,Kumagaya,Saitama International School,4・7・10・1,"2-101 Sakuragi-cho, Kumagaya-shi Saitama 360-0036",+81-48-526-4155,http://www.saisc.jp,gakuenn@saisc.jp
Saitama,Sakado,Heisei Internashonal Education Academy,4・10,"10-6 yakushicho, sakado-shi, Saitama 350-0029",+81-49-298-5881,http://www.h-iea.com,info@h-iea.com
Saitama,Sakado,Josai University Japanese Language Studies,4,"1-1 Keyakidai, Sakado-shi, Saitama-ken 350-0295, JAPAN",+81-49-271-7791,http://www.josai.ac.jp/bekka/www/index.html,-
Saitama,Sakado,Toa Kokusai Japanese Langage School,4・10,"10-6 yakushicho, sakado-shi, Saitama 350-0029",+81-49-292-1063,-,-
Saitama,Minamisaitama,"Nippon Institute of Technology,The Japanese Language Course for Overseas Students",4・10,"4-1-1 Gakuen-cars Saitama Pref. minamisaitama district, miyashiro, 345-8501, Japan",+81-480-33-7547,http://www.nit.ac.jp/gakka/ryugaku.html,bekka@nit.ac.jp
Saitama,Fujimino,TOKYO INTERNATIONAL LANGUAGE COLLEGE,4・10,"1-5-4, Kitano, fujimino-shi, Saitama 365-0007",+81-49-261-3275,http://tilc.cocolog-nifty.com,tilcollege@yahoo.co.jp
Tochigi,Utunomiya,Kokusai Information Business College,4・10,"1-2-5 Odori, Utsunomiya-shi, Tochigi 320-0811",+81-28-622-8110,http://www.tbc-u.ac.jp/purpose/international.html,info@tbc-u.ac.jp
Tochigi,Utunomiya,Utsunomiya Japanese Language School,4・10,"3-8-5 Motoimaizumi, Utsunomiya-shi, Tochigi 321-0954",+81-28-610-5821,http://www2.ucatv.ne.jp/~ujls.sea/,-
Tochigi,Utunomiya,Chuo Bunkyo Gakuin,4・7・10・1,"Shinozaki-Bldg., 4-12-9 Imaizumi, Utsunomiya-shi, Tochigi 321-0966",+81-28-624-1042,-,-
Tochigi,Utunomiya,Atys International Academy,4・10,"3-1-6 Ichijo, Utsunomiya-shi, Tochigi 320-0821",+81-28-610-7601,http://www.atys-academy.org,fo@atys-academy.org
Tochigi,Utunomiya,St Mary Japanese School,4・7・10・1,"4-2-10 Odori, Utsunomiya-shi, Tochigi 320-0811",+81-28-627-9211,http://www.iac.or.jp/stmary/index.htm,stmary@iac.or.jp
Tochigi,Ashikaga,HIGASHINIHON KOKUSAI ACADEMY,4・10,"412-2 Fukui-ｃho, Ashikaga-shi, Tochigi 326-0338",+81-284-64-8752,-,-
Tochigi,Ashikaga,A Professional School Ashikaga Community College,4・10,"2330 Ietomi-cho, Ashikaga-shi, Tochigi 326-0803",+81-284-41-6131,http://onuki-acc.jp/?page_id=114,-
Tochigi,Oyama,Internaional Technical Design Automobile College,4・10,"1-10-21 Mitsumine, Oyama-shi, Tochigi 323-0821",+81-285-28-0777,-,-
Tochigi,Oyama,TBC Japanese School,4・10,"2-8-18 kamiyama, Oyama-shi, Tochigi 323-0828",+81-285-37-7837,http://www.tbc-nihongo.com/,ajiken@ajiken.jp
